n g	-6.678835872083694
nzo	-12.428475990756048
-ow	-18.757305233268266
klg	-13.223915744540744
vpu	-19.45045241382821
  c	-12.574187801937443
py 	-14.093866139156198
-pn	-17.84101450139411
ipn	-18.3518401251601
ebb	-13.694710200241296
pys	-19.45045241382821
dns	-15.689252298134647
ufi	-10.343363671662502
umo	-12.873982844779984
ipt	-15.20195717177885
oba	-9.448976452963878
r-k	-13.204345648346646
pkk	-14.32648843442495
pm-	-15.712782795544841
odl	-17.84101450139411
vov	-16.965545764040208
ytv	-19.45045241382821
htm	-11.642129363437153
hdr	-10.844516012577584
dyi	-18.757305233268266
yny	-19.45045241382821
jre	-19.45045241382821
lch	-8.318699524397113
b--	-14.928663836779169
akr	-12.024498756750669
c-r	-14.508809991218905
 km	-10.343585450328302
hru	-8.395839189514133
erq	-12.645837893765584
gtp	-17.658692944600155
ivl	-13.707449226018728
hwo	-11.526380088904792
ons	-7.888803453577536
ers	-6.254303401929647
lo-	-14.132332419983992
lmk	-16.506013434661767
riu	-10.864666430946361
mew	-15.173786294812153
hhu	-11.10808891344763
yka	-17.84101450139411
ewc	-15.276065143932573
s-v	-13.138717604675294
aqs	-17.371010872148375
-hy	-15.924091889212047
est	-6.822001825239468
avk	-17.658692944600155
ax-	-15.7368803471239
lm 	-12.325974151334785
brk	-18.3518401251601
bt-	-15.8669334753721
irs	-13.63931142085151
uto	-10.129555051287383
cre	-12.012657292156277
uhn	-13.592519259344751
mvd	-19.45045241382821
bsr	-12.139902255293787
vde	-17.25322783649199
aho	-12.789877263988522
fne	-10.423073803533404
t w	-6.446723934812315
zru	-16.742402212726
 bp	-16.049255032166055
pom	-13.859465433317354
eef	-11.336726327857463
myk	-17.052557141029837
 qa	-14.865484935157637
zwn	-13.166318252757407
oku	-10.253298603656201
aso	-13.657438805444066
idg	-14.02110678487377
nqv	-19.45045241382821
e p	-7.418191635424581
mza	-16.617239069771994
llu	-8.812987686243881
tev	-12.985864110138248
neu	-8.038508178712094
-sw	-16.965545764040208
ikv	-14.984544295173626
k-v	-15.7368803471239
ikd	-15.1329643002919
k-d	-15.8669334753721
fof	-18.757305233268266
bhi	-13.131484300081775
-ln	-11.596459326603966
ftp	-13.62445230644776
ja 	-9.505678974386539
ilq	-16.885503056366673
yxo	-19.45045241382821
itf	-12.518980608228755
kut	-10.112950896235347
esc	-7.426483348850537
ogl	-13.569919427427509
x--	-19.45045241382821
vik	-14.796492063670687
vk-	-19.45045241382821
pum	-14.394206608479902
rih	-15.712782795544841
x-f	-15.839534501183985
caz	-16.118247903653007
dng	-13.852030454829833
mpt	-12.829046762064074
-sq	-18.757305233268266
jec	-15.7368803471239
w h	-13.697879775002576
zsv	-17.84101450139411
dlv	-14.996105117574702
eaf	-16.049255032166055
-kf	-19.45045241382821
mau	-11.262875018236699
npt	-16.742402212726
ofb	-15.712782795544841
ej 	-14.917852920674953
ndt	-10.319263480157463
prp	-14.875741435324827
eye	-12.660355178314305
djg	-19.45045241382821
so 	-7.6410362861998085
ra 	-10.70230624420628
po-	-15.245759794437244
y-g	-15.7368803471239
gcu	-18.757305233268266
xd 	-16.81139508421295
hsp	-12.547709676669616
